id,titulo,subtitular
102224nacional,ataque armado frente a tribunales,hombre muere y su pareja queda herida al ser baleados desde una moto cuando buscaban a familiar detenido el fin de semana
102224sur,chofer sale ileso,por falla mecanica vuelca cuando iba a mexico por mercaderia
102224norte,limpian dos km de la ruta rn 5,cocode de pachalum se organiza para trabajar en tramo que va al centro
102224oriente,tuvo que hacerse el muerto,emboscan y machetean a agricultor en sector camino real
102224guate,atraen el turismo,calle del lago luce renovada con murales que exaltan las tradiciones
102224centro,esperan a 20 mil visitantes en cementerio,fumigan camposanto para prevenir casos de dengue en la poblacion
102224occidente,arrolla a mujer de 72 anos,accidente ocurre en la terminal de buses de la zona 3
102324nacional,700 menores victimas de violencia sexual,de los casos recibidos por la pgn 272 estan relacionados con violacion 424 con agresion sexual 11 con pornografia infantil
102324oriente,implicado en doble asesinato,hombre investigado por la muerte a machetazos de pareja en plan de agua fria
102324guate,ventas reviven,comerciantes aprovechan alta demanda de flores y atienden desde la madrugada en visperas del dia de todos los santos
102324sur,lo hieren en asalto,delincuentes le roban y le disparan en la espalda en el caserio san florencio
102324norte,bala perdida lo alcanza,hombre es impactado cuando caminaba cerca de su casa
102324centro,trasladan terminal de buses,unidades que van a la capital estaran ubicadas dos meses en el campo 3 de la finca la polvora
102324occidente,6 rios amenazan con desbordarse,comunidades estan en alerta por inundaciones ante incremento de lluvias
102424nacional,65 porciento de extorsiones se originan de carceles,pese a requisas los presos continuan cometiendo fechorias cada dia hacen unas 50 llamadas contra empresarios pilotos y particulares
102424oriente,seis heridos en multile percance,victimas quedan hospitalizadas tras percance en el km 125 de la ruta al atlantico
102424sur,lo rescatan de hondonada,joven queda inconsciente al caerse del uente nahualate
102424norte,incomunicados por derrumbe,lluvias causan dano en tramo que une a dos comunidades
102424guate,se visten de fiesta,inquilinos celebran los 80 anos del mercado cervantes zona 3 el primero de los mercados cantonales
102424centro,en una semana podrian reparar hundimiento,trabajos por socavon en el km 53 cumplen tres dias
102424occidente,ofrecen variedad de flores,vendedores preparados para la demanda del 1 y 2 de noviembre
102524nacional,asesinan a pandilleros en vivienda,matan a dos mareros que acababan de alquilar casa para centro de operaciones los senalan de cobrar extorciones asaltos y amenazar a comerciantes
102524norte,lo asesinan con arma blanca,hombre habria sido atacado por venganza
102524sur,hallan cadaver a media carretera,creen que hombre pudo haber caido de picop en marcha
102524guate,limpian y reforestan,mas de 700 voluntarios recolectan cuatro toneladas de desechos en alrededores del lago
102524oriente,se ahoga en el rio grande,mujer solia banarse todas las tardes en el afluente
102524centro,le roba q50 mil a suegro,este ano suman nueve casos de castigo maya
102524occidente,10 mujeres han sido asesinadas este ano,coalicion de seguridad ciudadana revela informe
102624nacional,iba por ropa de bebe y la matan,capturan a supuesta responsable de asesinar a mujer embarazada y de sustraer nina de su vientre
102724nacional,destrozados en el bernabeu,el barsa golea de visita al cuadro merengue y es mas lider que nunca en espana
102824nacional,terror en fiesta de disfraces,pandilleros con masara de payaso irrumpen en celebracion y asesinan a tres personas la pnc captura a uno
102824oriente,muere luego de multiple colision,victima viajaba en taxi en accidente que involucra a cinco vehiculos en aldea santa cruz
102824guate,mercado central cumple 41 anos,inquilinos celebran en agradecimiento por el trabajo y a la poblacion que los visita en edificio construido despues de terremoto
102824centro,mujer acusada de cobrar extorsion,juzgado conocera en debate las pruebas presetnadas por el ministerio publico
102824norte,ofrecen terminar puente en diciembre,las lluvias danaron la conexiÃ³n que existia por lo que edifican un nuevo paso
102824sur,pnc muere en accidente,lorenzo ceballos se estrello contra banqueta
102824occidente,gobernador renuncia al cargo,aldo herrera afirma que su salida obedece a motivos profesionales y de salud
102924nacional,feliz alvarado ministro de comunicaciones todos lo spuentes tienen danos,ademas funcionario dijo que estudio revela que unas 1200 edificaciones tienen desperfectos estructurales
102924oriente,desconocidos atacan vehiculo en marcha,un hombre y una mujer resultan con heridas de bala
102924guate,24 buses dan servicio,recorrido de unidades electricas de tubus se inauguran en la zona 5 y llega al parque colon zona 1
102924centro,exigen se repare 15 km de carretera,pobladores de aldea patzaj dicen que camino no recibe mantenimiento desde hace 12 anos
102924norte,beneficia a 10 comunidades,vecinos estrenan pavimentacion de calle
102924sur,le disparan por un parqueo,geovany lopez se salva de morir luego de ser atacado
102924occidente,12 ninos mueren por dengue,madres no los llevan a tiempo a servicios de salud
103024nacional,cae banda de asaltantes,capturan a 8 delincuentes que robaban en semaforos y en el transito
103024sur,siete puentes estan danados,en la comunidad siete vueltas el paso colapso por completo
103024guate,remodelaran el parque,proyecto estara a cargo del gobierno y alcaldia destinara q650 mil en auditorio
103024oriente,esperan visita de 7 mil personas,cementerio general ha sido remozado y adornado por celebracion del 1 y 2 de noviembre
103024norte,atropella a hombre y huye,revisaran camaras del sector para dar con el responsable
103024centro,32 km de carretera no han sido asfaltados,camino comunica con tecpan comalapa y san martin jilotepeque
103024occidente,se alistan para preparar el fiambre,algunos precios de verduras se mantienen en los mercados
103124nacional,ruta al pacifico asediado por asaltos,en 2 meses se han registrado 7 hechos delictivos que han dejado 3 muertos y 11 heridos
103124guate,abarrotan el parque,transito se desvia a rutas alternas por incremento en ventas de flores por el dia de todos los santos
103124sur,aprovechan visitas al cementerio,mas de 25 comerciantes ofrecen productos durante este fin de semana
103124norte,presunto asesino se entrega,habria atacado a balazos a pescador por problemas personales
103124oriente,el paso estara cerrado 6 dias,medida es por la conmemoracion del dia de todos los santos
103124centro,esperan visita de 60 mil personas,mas de 75 grupos de barrileteros estan listos para el festival del 1 de noviembre
103124occidente,aroma y tradicion en la feria de las flores,mas de 200 productores participan en la actividad durante tres dias
110124nacional,matan a vendedor de flores,hecho criminal sucede en las afueras del cementerio general cuando un hombre irrumpe en las ventas y dispara
110124occidente,recuerdan a seres queridos,esperan a mas de 70 mil visitantes en el cementerio de xela
110124guate,hallan joyas de mas de 300 anos,restauracion de la parroquia san juan bautista revela pinturas piedras pasillos y puertas de epoca colonial
110124sur,degustaran rico fiambre,tradicion gastronomica acompana festejo del dia de todos los santos
110124norte,asesinan a agricultor,lo atacan a balazos cuando trabajaba en milpa del caserio corozal
110124oriente,muere al ser baleado en barrio el angel,victima era integrante del turno 1 de devotos cargadores de jesus del calvario
110124centro,arriba a sus bodas de diamante,procesion de jesus sepultado que sale cada 2 de noviembre cumple 75 anos
110224nacional,homenaje a los difuntos,festival de barriletes alcanza 125 anos de honrar a los muertos
110324nacional,menor defiende a su tio y lo matan,adolescente habria eliminado a tiros al agresor y cuando iba a huir lo asesinan
110424nacional,matan a soldador y lo entierran,luego de cinco dias de busqueda socorristas y vecinos encuentran cadaver de trabajador
110424guate,benefician a 273 familias,avanza construccion de mas de 3 mil metros cuadrados de muros de contencion en asentamiento de la zona 7
110424occidente,sentenciado a 25 anos,fraymen gonzalez mato con un cuchillo al taxista eduardo alfredo gomez el 17 abriel de este ano
110424sur,los arrollan camino al centro,un hombre murio y una mujer quedo herida frente a la finca el rosario
110424norte,vecinos estrenan via pavimentan,invierten casi medio millon de quetzales en el canton sandoval
110424centro,sepultado celebra 75 anos de velacion,imagen de la escuela de cristo sale en procesion durante 13 horas
110424oriente,picop se empotra contra casa,conductor se descontrola y derriba poste en la zona 1
110524nacional,roban mas de q3 millones en medicina,encargados de bodega habrian sustraido los medicamentos en mochilas para luego venderlos
110524oriente,le disparan en ocho ocasiones,joven agredido y baleado cuando se dirigia al caserio valle abajo
110524guate,aumentan controles con 440 agentes,60 efectivos de la pnc se suman a patrullajes para combatir la ola de violencia
110524sur,vuelca con carga de piedrin,chofer termina en el hospital al accidentarse en la autopista
110524norte,repatrian a dos asesinados,migrantes defendieron a mujer y sus hijos en texas
110524occidente,suspenden servicio de transporte,ministerio publico investiga la muerte de piloto y ayudante
110524centro,caja de tomate baja de q300 a q60,productores temen perdidas por incremento de cosecha en varios departamentos del pais
110624nacional,donald trump gana eleccion,derrota a kamala harris y tomara posesion el proximo 20 de enero
110624guate,vivas de milagro,vehiculo en donde viajaban tres mujeres impacta con trailer y estuvo a punto de caer al lago
110624sur,cadaver tenia golpes,mujer iba al trabajo y halla a su hijo sin vida en la calle
110624norte,balean a chofer y pasajero,capturan a dos presuntos mareros que habrian atentado contra microbus
110624oriente,camionero muere al caer en hondonada,copiloto ingresa grave al hospital de cuilapa santa rosa
110624occidente,fallece bajo la pasarela,hombre atropellado al cruzar la calzada las americas
110624centro,habilitan paso en el kilometro 56,despues de 15 dias de trabajo se restablece la circulacion vial en la interamericana
110724nacional,viaje le cuesta la vida,asesinan con cuchillo a taxista despues de ir a dejar a un cliente
110724sur,senalado por hurto,capturan a sospechosos de meterse a dos casas en la zona 6
110724norte,carretera intransitable,a 12 km por hora se circula en el camino a la comunidad carmelita
110724guate,remozan el parque colon,municipalidad ejecuta trabajos de mejoramiento dentro y fuera del lugar para beneficio de los visitantes
110724oriente,atropellado en ruta al atlantico,la victima iba a su trabajo como repartidor
